image_path,image_name,category_index,category_label,data_index,data_label
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00094.jpg,00094,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00096.jpg,00096,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00098.jpg,00098,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00100.jpg,00100,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00102.jpg,00102,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00106.jpg,00106,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00107.jpg,00107,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00108.jpg,00108,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00109.jpg,00109,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00110.jpg,00110,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00115.jpg,00115,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00116.jpg,00116,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00120.jpg,00120,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00121.jpg,00121,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00122.jpg,00122,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00123.jpg,00123,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00124.jpg,00124,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00126.jpg,00126,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00129.jpg,00129,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00130.jpg,00130,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00131.jpg,00131,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00134.jpg,00134,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00135.jpg,00135,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00137.jpg,00137,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00139.jpg,00139,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00140.jpg,00140,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00143.jpg,00143,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00145.jpg,00145,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00146.jpg,00146,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00147.jpg,00147,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00150.jpg,00150,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00151.jpg,00151,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00155.jpg,00155,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00156.jpg,00156,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00157.jpg,00157,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00158.jpg,00158,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00159.jpg,00159,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00160.jpg,00160,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00161.jpg,00161,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00162.jpg,00162,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00163.jpg,00163,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00164.jpg,00164,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00166.jpg,00166,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00168.jpg,00168,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00169.jpg,00169,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00171.jpg,00171,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00172.jpg,00172,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00173.jpg,00173,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00174.jpg,00174,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00175.jpg,00175,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00176.jpg,00176,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00178.jpg,00178,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00179.jpg,00179,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00180.jpg,00180,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00181.jpg,00181,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00185.jpg,00185,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00188.jpg,00188,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00190.jpg,00190,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00191.jpg,00191,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00192.jpg,00192,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00193.jpg,00193,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00194.jpg,00194,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00195.jpg,00195,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00196.jpg,00196,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00198.jpg,00198,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00199.jpg,00199,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00200.jpg,00200,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00201.jpg,00201,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00202.jpg,00202,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00204.jpg,00204,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00205.jpg,00205,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00206.jpg,00206,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00208.jpg,00208,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00211.jpg,00211,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00212.jpg,00212,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00213.jpg,00213,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00214.jpg,00214,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00215.jpg,00215,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00216.jpg,00216,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00218.jpg,00218,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00219.jpg,00219,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00220.jpg,00220,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00221.jpg,00221,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00223.jpg,00223,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00226.jpg,00226,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00227.jpg,00227,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00228.jpg,00228,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00229.jpg,00229,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00230.jpg,00230,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00232.jpg,00232,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00233.jpg,00233,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00234.jpg,00234,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00235.jpg,00235,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00237.jpg,00237,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00238.jpg,00238,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00239.jpg,00239,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00240.jpg,00240,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00241.jpg,00241,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00242.jpg,00242,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00244.jpg,00244,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00245.jpg,00245,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00246.jpg,00246,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00247.jpg,00247,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00249.jpg,00249,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00251.jpg,00251,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00252.jpg,00252,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00255.jpg,00255,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00256.jpg,00256,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00257.jpg,00257,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00258.jpg,00258,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00259.jpg,00259,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00260.jpg,00260,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00261.jpg,00261,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00262.jpg,00262,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00263.jpg,00263,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00268.jpg,00268,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00269.jpg,00269,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00270.jpg,00270,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00271.jpg,00271,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00272.jpg,00272,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00273.jpg,00273,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00274.jpg,00274,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00276.jpg,00276,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00278.jpg,00278,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00279.jpg,00279,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00280.jpg,00280,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00281.jpg,00281,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00282.jpg,00282,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00284.jpg,00284,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00285.jpg,00285,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00286.jpg,00286,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00287.jpg,00287,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00288.jpg,00288,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00289.jpg,00289,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00290.jpg,00290,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00291.jpg,00291,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00292.jpg,00292,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00293.jpg,00293,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00296.jpg,00296,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00297.jpg,00297,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00298.jpg,00298,0,real,0,train
C:\\Users\\vssta\\OneDrive\\Escritorio\\pruebas_csv_imagenes\\images\\train\\real\00299.jpg,00299,0,real,0,train
